puzzle,solution,clues,difficulty,level
..4.....96.52...1.1.....24.....86.9...25.....5.3....67..19.3.7..4..6.......12....,724851639695234718138679245417386592962517483583492167251943876849765321376128954,26,2.4,Medium
4...3.9....1.4.5...5.7..8.3..89....4...........582...72...7.........12...1.....5.,487235961931648572652719843368957124729164385145823697293576418576481239814392756,23,2.9,Medium
.........586....14.13..5.....8.1...9.......8.25.4..7..........7.2..8.......6.2493,792164538586273914413895672638517249147926385259438761965341827324789156871652493,24,2.9,Medium
....8.........5....36.....4....4.27.2..3...8...8..7..396.4......2.....3..1..9.7.5,159784362482635917736912854391548276275369481648127593967453128524871639813296745,23,3.1,Medium
.7.16....4....7........8..2..9...2.52..9..1.....5.36..6..2..8..91......3..7.....6,375162984482397561196458372869714235253986147741523698634271859918645723527839416,24,3.3,Medium
...8.47..4.......9...2..6...........6..1.5.....1..38922..9..54..8.75..2..6.......,326894751478516239159237684837429165692185473541673892213968547984751326765342918,24,2.8,Medium
..28...1.17..54.........7.9.....51...48..9.......2...37..5...8.2...1...5..3...97.,932867514176954328485231769629385147348179256517426893761593482294718635853642971,25,3.4,Medium
.12...7.3.......6....78.4..94.1...28.........37.6.2..4...97.5....1..8..7.5.2.....,412569783837421965569783412945137628126845379378692154284976531691358247753214896,26,3.4,Medium
.....3.2..4..9.5.....8..1....67.1.5.487.5..6............1.4.9..26...5....3....2..,198573624742196583653824179926731458487259361315468792871642935269315847534987216,24,3.7,Medium
...4..7.3....51.8..4....2..8....46.....8.6.9...27...........3...93.7.8..1.4...56.,958462713726351984341987256819534672437826195562719438675148329293675841184293567,25,2.6,Medium
..7....2......29....417....7..6.41.......1..4....296..571...........6.3...8.....5,617395428853462917924178356739654182286731594145829673571243869492586731368917245,23,3.8,Medium
...5.3....6...7..9....6.1...86.2.53.......92.1.3...........2...5..9...7.71..3...8,841593762365217849279468153986124537457386921123759684694872315538941276712635498,24,2.8,Medium
8..3..97.....2...3.....8.6..4165..8....7...16.......5..2..7......9.6.....38..4.2.,854316972196527843273948561941652387582739416367481259625873194419265738738194625,25,2.6,Medium
....4.....8.1..7..7.....5...4...2.7.....97...8.94....3..423.....2...93.1.6.....9.,295743186486125739731986524143862975652397418879451263914238657528679341367514892,24,2.4,Medium
9..7....27..5....4..36...89.....7...89.....1..1....6.......6.3.43...8.9.2....9...,961784352728593164543621789654817923897362415312945678189456237436278591275139846,24,2.3,Medium
........13.....52...54...7..1.9.7.3.......9.76...2..4...8.13..2...5..7..1.......4,789235461341876529265491873814957236523164987697328145458713692936542718172689354,24,2.6,Medium
...8..495.8..6.2....3..4...2.....97.4..6....1.3...8...8..9.7.....2...8...7.....5.,627831495984765213513294786261543978458679321739128564845917632192356847376482159,24,2.9,Medium
3...658.......4..........39.7.6...4.....79..62.64.......8......6.7.5..2..1..93...,341965872792384165865127439179632548483579216256418793928746351637851924514293687,24,2.3,Medium
....7.24...95.......2.....597..524...6.3.....82.6...7..1..38.6..........6..1..7..,156973248489526317732481695971852436564397182823614579215738964347269851698145723,25,2.3,Medium
921.........8.2.5...54.......36...852..59.63.7........63.9...4....3.......2.....8,921735864347862951865419723193674285284591637756283419638957142419328576572146398,25,2.8,Medium
.65...9..........1..271.845......1.......4.....4287....2...3.1.....4...7..78...53,165438972478925361392716845786359124253164789914287536529673418831542697647891253,25,2.5,Medium
.321....5...9....74........9.........168.2.....37..5.1.9...1...1......9...5..64..,732184965651923847489657132927315684516842379843769521298431756164578293375296418,23,2.3,Medium
.2..8.......9..5.1..1....9......4......2...36345......43.8....2....62.8...6.9...7,924581763873926541561743298692134875718259436345678129439817652157362984286495317,24,2.6,Medium
4.3..6........9.3..8....15...56.13..61..9.8.4.....4...9.....6...32......1....7...,493516782571289436286743159845621397617395824329874561954132678732468915168957243,24,2.3,Medium
.6.......4....57....57...12..7..1...29..6..8....93...11....4..3...5.......3...5..,762319854419285736835746912347851629291467385586932471158674293974523168623198547,23,3.3,Medium
..542....3..7..418.6........4...2..1......9.55...7..3.....873...5.9...8...7.1...6,175428693392756418468193572849532761736841925521679834614287359253964187987315246,26,2.8,Medium
.6...........21....75..9.3..4.7968....94....3...............7..35.1....41..8.7...,461378295938521467275649138543796812829415673716283549682934751357162984194857326,23,2.4,Medium
.......1....3..2.8..6.....4...2..9..4...3.8.6.85.1.....64.5....8.......9.17..6.3.,528794613149365278736182594673248951491537826285619347364951782852473169917826435,24,2.7,Medium
.6....3..583....1......59.86..7.....7..86..9.1...9......4.8327.....4.8...........,469178325583926417271435968698754132732861594145392786954683271316247859827519643,24,3.8,Medium
..9..7..3...9.....6.8....71.4.....9.2...8.7.5....74...7.6...1...8....436.9...5...,419867523375912864628543971847156392261389745953274618736428159582791436194635287,25,3.2,Medium
....839.........5.9.65..2.3....6.8.4.1..7...6.2.9........8.7.....4.....95......6.,251683947843792651976541283397165824415278396628934175169857432784326519532419768,23,2.5,Medium
6....519....4...78..8.1.5...7.......5....26...1.5.3.2...1.682..4...........3.1...,647835192195426378238719564372694815584172639916583427751968243463257981829341756,25,3.0,Medium
5....24...8....53....9.4..839...........4..17...5.......7..9.6.2...6...4....1.3..,569832471482671539173954628394187256658243917721596843837429165215368794946715382,23,3.2,Medium
.....82.9..8......7....43..5.1..6.7...7..5.9...9.4..6.8.......59.6.27.1...2......,413678259698352741725914386541296873267835194389741562874163925936527418152489637,25,2.9,Medium
5..7..8....42.6.9......8.........41....5.2...2...81..3..8.7.1..3..6..5..6......2.,532749861814256397796138245985367412143592678267481953428975136371624589659813724,24,3.7,Medium
......3..6....7..243..8.7.5.......1....54......97..4.6.5.......382.....7...67....,278951364695437182431286795847362519163549278529718436756823941382194657914675823,23,2.6,Medium
.4..7.36..1..6....5.....4.19........25..9......13...92...739........1.....5..46.3,842175369319468725576923481937512846254896137681347592168739254423651978795284613,25,2.7,Medium
....9.........57.....7...96....64.8....2..14.71...3...27..46..5.........865.....2,327691854698435721451728396932164587586279143714583269273846915149352678865917432,24,2.8,Medium
.45.........2...39..81...7.....5.64.8...9...7.7......11..5.7.8......94....3......,345978162617245839928136574239751648851694327476823951194567283762389415583412796,23,2.3,Medium
..6..3.7..2.....1.89..4...2.....1...4..28.6......6...4.......26.3.7..5..6.9......,146923875325678419897145362562431987473289651981567234758394126234716598619852743,23,3.7,Medium
...7..5.4...8.4....2.65.....74......1.9...7.6.5....4....7.3..2.342....1......69..,816723594795814362423659178674398251139542786258167439967431825342985617581276943,25,2.4,Medium
6.12.......89..7.....83..5.1....45...83.....74......8..29.1.........7.92.1.......,631275948258946713974831256162784539583169427497523681729418365846357192315692874,24,2.6,Medium
8...4.....1..78.5...4...2.....792..3..1.8..25.....3....7...6.89.49....1..5.9.....,867245931912378456534169278485792163391684725726513894173426589649857312258931647,26,2.6,Medium
6..9.3.......6..2..5......7.23.....5...7...18....49..3.....4...7..8......3...18..,672953481318467529459218637923186745564732918187549263896374152741825396235691874,22,3.5,Medium
.1........8...96.....514..9.2.......4.....53...964.12...23.1........2.4.........8,915836472384729651267514389526173894471298536839645127742381965158962743693457218,23,3.4,Medium
..4....79.....2.....1...8.5.6..45.8...39.7...2...36....3.5.96..6......38......1.7,384651279576892413921473865769245381143987526258136794837519642615724938492368157,26,3.1,Medium
....54.....67.35....8.....3.........1..2....8..596...2..35872......4....8......91,391854627246713589578692413782431956169275348435968172913587264627149835854326791,24,2.3,Medium
..3..6....5..........2.35.47.8......39..6..7......829.8.54....69..8....2.1..9...5,423956187657184329189273564748329651392561478561748293875432916936815742214697835,26,2.8,Medium
29..1...76.8........7.....8....51........641.8....7..6935........62........9..8..,293618547658749321147532968362451789579826413814397256935184672486273195721965834,23,3.7,Medium
...8...7...17....2.6.2....5...6.5.3..7..9....4.5....91.1...7.2..5......86.2......,234859176581736942967214385198645237376192854425378691819467523753921468642583719,24,3.6,Medium
......98.....15.....93....7.7.....414.1....6.....7.5...4...92..3.2......1.6..4.3.,213647985784915623569382417975268341421593768638471592847139256392856174156724839,24,2.3,Medium
...8.......9..1....8..5..3...2..8..4.......17.14.....9.9.....62...6378..1..9..7..,621843975539761428487259136972318654856492317314576289793184562245637891168925743,24,2.7,Medium
.5........27.483.5..6.3......5...16..4.7.3.....81......6.........3...851...9...7.,354271986927648315816539742235894167149763528678152439561387294793426851482915673,24,2.5,Medium
3...5...78...6........128....4..75.3..........5.9......9...51.....174.9.47.6..3..,316859247827463951549712836964287513782531469153946782698325174235174698471698325,25,2.6,Medium
....8.....7.5...849....67.1.3....1..6......9....9....57..41...641..9......8.2....,254187963176539284983246751539862147647351892821974635795418326412693578368725419,24,3.7,Medium
....6...4..89...72....87.6..94...8.....1...2...1.2...7.6.2.3...5......19..2.9....,715362984648915372923487165294736851876159423351824697169273548537648219482591736,25,2.3,Medium
......6.....534871....82...1.4.7...5.8.....3..2.....6....4....686..5....7....35..,358719642296534871471682953134876295685921437927345168513498726869257314742163589,25,3.3,Medium
9.524...1..........4..87...7..4..35.....3.7..3..1..2.....7.21.8..1.......2.5...4.,935246871287951463146387925718429356592638714364175289453762198671894532829513647,25,3.9,Medium
.....7.24............1943..257...1..93..........57.98..2..18...5.......2.612.....,193857624845623791672194358257389146938461275416572983324918567589736412761245839,25,2.5,Medium
.14.2..............6..3195.6....9.3...875..1..5........3......6...2..7....71....5,914527368583694271762831954671489532348752619259316847435978126196245783827163495,23,3.6,Medium
.3...528.4.......9.8..7...12.879..3..4..52....7..6...2...1.........8.7........895,931645287467218359582973461258794136146352978379861542895137624624589713713426895,26,3.6,Medium
..7.......916..82...6..5..98...619.3.....2.6.9...8........3...665.1...........34.,587329614391674825246815739872461953135792468964583172419237586653148297728956341,25,3.1,Medium
.4.2..38..9..86...17.........9....4.....5.6..8...23.7.....37.........9.73..4....2,645279381293186754178345296529761843731854629864923175952637418486512937317498562,24,2.8,Medium
..8..6.29.9..5....2...........41..6.5...2.4....43.....1.6....93..71..2.5........8,458736129791254386263891574832415967579628431614379852146582793987163245325947618,24,2.9,Medium
...185...48..923..52........3....2...4......88....91.....6.34....2.....1....5.68.,693185724481792365527436819139864257246571938875329146758613492362948571914257683,25,3.2,Medium
..9..7.6.....3.5...8..29.3.12....6...6..9.3...7.....4.5..16...2....8.95.2........,359817264712634589486529731124378695865491327973256148598163472641782953237945816,25,3.0,Medium
.....93....7....1..6...7..47.5.9......2..319...32.....4...2.......5....6.796...4.,214859367537462819968317254785196423642783195193245678456928731321574986879631542,24,3.1,Medium
.........84...16...158..7.21.92.38.....495.......6.3....3....8.75.....6...8......,236759418847321695915846732169273854382495176574168329493612587751984263628537941,25,3.1,Medium
..3..6.7....2.......6.9..48.....34.6.6....73......75..5...2.....1.7.5.9...4...8..,243586971981274653756391248127953486465812739398647512539428167812765394674139825,24,2.9,Medium
95......4.......5.2..5.49..72.3....9.36...7..4....8..2.....7.4....23..1.......8.3,951783624647921358283564971728315469136492785495678132319857246864239517572146893,25,2.6,Medium
.3.62894..7..3......8.9........8.6...4.5..7..2....3.8.6........3......12.1....5..,531628947972134856468795231153287694846519723297463185624851379385976412719342568,24,2.6,Medium
..8.9.....3.5.......4...62.9....6....1..5..8.2.....1648...64.......21..5..9......,728693451631542798594178623983416572416257389275839164852364917367921845149785236,23,2.7,Medium
2..4..1.88.7..1....3..2...7.95..68..4............5...3..8....3.5.3.7.9....1....7.,259437168867591324134628597395746812486312759712859643978265431523174986641983275,25,3.0,Medium
8...3.4.1.752......1...9..........47.....3..978....52.5...........5...32.36.4..5.,892635471475218396613479285359821647264753819781964523528397164147586932936142758,25,3.3,Medium
..6........2..8.1....63.9..9..3..5....7......3...54.8.5....12.77............4....,896415372432798615175632948984376521257189436361254789543861297719523864628947153,21,2.8,Medium
.69....2823..7.......1.....8.....4.36.............9.8118.3..7.2....4...5....1.6..,769534128231876549548192376895721463612483957473659281184365792326947815957218634,24,2.3,Medium
5.94....6.6...2.8.14.....9....1..4...5..6.3......9...5.....6..7623......4.......2,589473216367912584142658793738125469954867321216394875895236147623741958471589632,24,3.1,Medium
.5.........24..69.....8.7.262..9.....8.64..3.5......1....92.1...9...3.....6.1...5,958267341712435698364189752623591874187642539549378216475926183291853467836714925,25,2.8,Medium
9.5.6.......1.2.9...147.2...4...8.62...7......3......4.......5...8.4.....9.6..378,925863147473152896681479235149538762256714983837296514362987451718345629594621378,25,2.6,Medium
7.....9..46..7......139...55...........1...82.2...8..71......53...7....4..3.64...,735841926469275138281396745518427369376159482924638517147982653652713894893564271,24,2.4,Medium
..28..691..9......8..3..4..36...19......3.5.......8.7....9...8..4.....6.18..5.7..,432875691659142837871369452367521948298734516514698273725916384943287165186453729,25,3.4,Medium
....1....9.5.8.1..3.....7..1...5284..........7..3...2.26.4...5..7.1..........8..2,847516293925783164316249785193652847652874319784391526268437951479125638531968472,23,3.3,Medium
.4...93..1...5.....5..2.7...27...9.8.68....7..1........9651..3....2.........634.1,642879315173456289859321746327145968568932174914687523796514832431298657285763491,26,3.7,Medium
.193.......5.974.......4........9..5...2.6..1.3....84.........86...5.9..9.1....7.,419362587865197423723584196174839265598246731236715849342971658687453912951628374,23,2.5,Medium
..5.46.....2...3......126.5.......7...1.5.4.2..4...5...2.9....8483.........7...3.,195346827862579314347812695658423971931657482274198563726935148483261759519784236,24,3.2,Medium
.5.1..43.........1.824.....4.1.............96...36.7.4.....53.76........9....7.52,756129438349758261182436975461972583237584196598361724824695317675213849913847652,24,3.0,Medium
3......4.....5.6..4.1.973.....28.9.5.7.....1....1.5...5......9.7.8.1.....2.......,356821749297453681481697352613284975875936214942175836534762198768519423129348567,23,3.9,Medium
.............75.933..62.8...72.9.......83...4.....6..1..3.8..2...4....172........,945318762826475193317629845472591638169837254538246971793184526684952317251763489,23,2.8,Medium
......619.3..6.8..4......3..9.1....76........7....8.5...54..1...6.....8....7.1...,257843619931265874486917235598132467613574928742698351875426193164359782329781546,22,2.6,Medium
....35..7..319...2.....68...8.....1...6......2...71...4...1238.3.8............469,624835197853197642971426853785349216136258974249671538467912385398564721512783469,25,3.8,Medium
...9....2.3.......2.9.18.5.6...9.4...41.3.....9.5...3....7.51.6...2..8..........7,864953712135472968279618354623197485541836279798524631382745196957261843416389527,24,3.6,Medium
2.85....3.6.9..8.........6.....5.4..9...78..5.54....3..213.9........7..44......7.,298561743167934852345782961672153498913478625854296137721349586589627314436815279,25,2.4,Medium
.9.4....72......46..8.6.2..1.4....2....9..5..........86...1...9...2.9.7..3.5.....,596428137213795846478361295184657923762983514359142768627814359845239671931576482,23,2.9,Medium
1..8....7.8.6..3..3...1..2.2.7........89..7.3.1.7.4.........2...2..6.84......5..1,192853467485672319376419528237586194648921753519734682754198236921367845863245971,25,3.4,Medium
....4..61..7.3.............13...92.6......9...5.62..4..63..5..9.72.8..........5.8,295847361647531892381296754134759286726418935958623147863175429572984613419362578,24,3.5,Medium
9...7.6.31.........52.3..8.2.4.....77..98.....1....83...1..83.......5.7......4..9,948571623137826594652439781284153967763982145519647832421798356396215478875364219,25,2.5,Medium
1...243.668......2......8....4....19.73.......9...6..........7.....41......63.2..,157824396689753142432169857564382719873915624291476538316298475728541963945637281,22,2.4,Medium
..9...86.........772....9.436......9....1.2..8..26......7..5...1.......8..69.41..,539472861614893527728651934362548719945317286871269345487135692193726458256984173,24,3.4,Medium
...52..3.........9.....7.1...9.8.....1......74.2.56.8.2.....3....8..1576..7.64...,761529438523418769984637215639782154815943627472156983296875341348291576157364892,25,3.9,Medium
29.4.71.........276.1......4..1...6......8..9...6....4....5...6.4..2...39..8..7..,295467138384519627671382495439175862567248319128693574713954286846721953952836741,24,2.7,Medium
.8...9..1....263..6.1....9...7.1..52.....5..3.....2..4..35.....7.4.8.........35..,385479621479126385621358497937614852142895763568732914293567148754981236816243579,24,3.3,Medium
..6..8....4..7...32...157...2.19......3..4....9..5..6.6...8.9..3..7....4.1......6,976438215145972683238615749427196358563824197891357462654283971389761524712549836,25,2.3,Medium
....9..8.43.5.............68..2....79...3......28.7.4...8.6...3...7.4..929.....1.,721693485436578192589421736815249367974136258362857941148962573653714829297385614,24,2.3,Medium
..8..2........9.5...41..7..1.....8....72..93....9.4.71...8......19.....84...5.2..,768542319231789456954163782193675824647218935825934671572896143319427568486351297,24,3.6,Medium
1..............7.483.6.5.9......9.5..2.....7....2.34.9.4..563.8...3.........8.1..,172894536965132784834675291316749852429518673587263419741956328658321947293487165,24,3.5,Medium
8..43.....5..8......4.1....4....6..5.95....167......92...35...........27.17...5.9,879432651153689274624715983481926735295873416736541892942357168568194327317268549,25,3.0,Medium
...7....1.59.2.7...13.85.....1......8....72......1...6.2.....68.3...1..9....64..5,284796531659123784713485692941632857865947213372518946427359168536871429198264375,25,2.8,Medium
......6..1.......725.7...1868....3......83.....7.4.5..82....9......78....4.23....,974812635168354297253796418685127349492583761317649582821465973536978124749231856,24,3.0,Medium
.....4.83..97......43...97.8..32...5......4...75....28..7.8....5....2.4.29.....6.,752964183689731254143258976814327695326895417975416328467189532531672849298543761,26,2.8,Medium
1...9...4..6.8.....3.6..1.2..3.....9.......475....82....843..7.9...6.....5..1..6.,172593684496281735835647192763124859281956347549378216628439571917865423354712968,25,3.1,Medium
.3.2....9.......5.......8.75..3..1..6.4....8.7...69.....2.8....17.5..........4.65,837251649961478352245936817528347196694125783713869524452683971176592438389714265,23,3.3,Medium
.......651.....7....7.5.9...8.2.1379.....912...........23......6..7...9.....9653.,439178265152964783867352914586241379374589126291637458923815647645723891718496532,25,2.8,Medium
.3.1......2...6....6..2.59......58..1.3.9....7.....6.9...5.7.4...43.82.7.........,839154726521976384467823591946735812183692475752481639218567943694318257375249168,24,3.1,Medium
...5.4..157.......42........3.89........3..5.1.2...9...8..7.4.3.9...6......38.5..,963524781578913246421768395736895124849231657152647938285179463397456812614382579,24,2.4,Medium
..59....2.......653...5.7.....6.74...31...........1.....3..56..6....8..17.2.6.8.3,175946382249783165386152794528637419931824576467591238893215647654378921712469853,25,2.3,Medium
..87..4..4..8.1........4.1.8.56....4........3..7...152..3..2...9...482.....5...7.,318765429496821537752934816825613794149257683637489152563172948971348265284596371,25,2.4,Medium
.7...65......3..89.........25.....1.........47..2.83..324..17......9.....1.7.4.3.,871926543562437189493185672258643917136579824749218365324851796687392451915764238,24,2.8,Medium
1.......945...31...8.....2.....374.8.7.9....1.2.4...5..3...6.......9....5..38....,162574839459823176783619524615237498374958261928461753237146985846795312591382647,24,3.6,Medium
2...7..4.1.93........8..2..56...78.17.........9.26..3...573...46...1..98.........,286571943159324786374896215563947821742183659891265437925738164637412598418659372,26,2.8,Medium
3.2......7...9...6..8..6.12....5.3.9.......8....7.31..83.5..2....76.....5.......7,362415798751892436498376512624158379173924685985763124839547261247681953516239847,24,3.4,Medium
1..8...........3..8.963..2..3...........6...1..1...58..2..........54.7.975......4,173825946265491378849637125432158697587269431691374582924716853318542769756983214,22,2.6,Medium
4..35...8..6...39.........7.486.92...6...21.......7...9...2....85.1..........8.5.,479351628186274395325986417548619273763542189291837564914725836857163942632498751,24,2.8,Medium
....5914...8....2.....4....23..67..569..2.3...57.......4..3.7.2..5...9.....6.....,362859147418376529579241638234967815691528374857413296946135782125784963783692451,25,2.6,Medium
....68.5.3.95...4..6.4....7....5.273......1...1.2.98...2.83...6....1......4......,247968351389571642561423987498156273652387194713249865925834716836715429174692538,25,2.5,Medium
4....87......2.....9..5.862..6..7.84..5.....7...86.12.3..1.......9.7...86..9..4..,423618759568729341791453862216397584835241697974865123352184976149576238687932415,27,3.9,Medium
...2....3....1..847.1........9...7...56...2..2.....956....81.9.87.3....5.........,698254173325917684741638529139562748456879231287143956564781392872396415913425867,23,2.6,Medium
....6.93....4.....95....6.1..6.183....2.5..1......9.........7...6.......41932....,824561937671493285953872641546218379392754816187639452235186794768945123419327568,23,2.6,Medium
3.....5..7.5..3.6.........28.79......2.3...4..1..48..5....8.9........21..3...4.7.,392461587785293461461875392847952136526317849913648725274186953658739214139524678,24,2.3,Medium
25.1.9..6..7...9..4..........5.9.1..183.......6...5.7......43.....56.4.......8.6.,258149736617253984439687521725896143183472659964315872896724315372561498541938267,24,2.4,Medium
........7.1..32.6...745....6.9..7..2.....56.1......34...3..4.8.2.8.........1...2.,526891437814732965937456218649317852382945671751628349193274586278563194465189723,24,3.9,Medium
.........4...38..2.....96541.3857....25...7......1....2......7....4...81.8..769..,692541837457638192318729654163857429925364718874912365249183576736495281581276943,26,2.6,Medium
.5..94.....83..5.........32...7.296..3...1......9..7...4.8......7......15..6..84.,653294187218376594794158632185742963937561428462983715349815276876429351521637849,24,3.5,Medium
.6...3.......1.5.4.9..7....4.1....2..5.9.......25.4..1.....5.4...3....8.....9.7..,164253897327819564895476312431768925756921438982534671279385146513647289648192753,22,3.3,Medium
.4.7..8.....61....3......7.8.1....6.7.9..1..2.6..5....1..8..7...8....53......5.9.,946723851578619243312584679831247965759361482264958317195836724487192536623475198,24,2.7,Medium
..2......51.9......4...368.3.......8..57....41...96......6.....9...4.15.2....7..6,682174539513968742749253681376425918895731264124896375457619823968342157231587496,24,2.5,Medium
.......8.3.4..96...1....32..3.9..7.....8.7...1..43.....2..5...97.3.1...........7.,562143987384279651917586324438921765259867413176435298621754839793618542845392176,23,3.0,Medium
..6..8.7.95.6....8..279..6.6....4....7.....1..45...7...9..83.....4.........5.6.8.,316248579957631248482795361639174852278359416145862793591483627864927135723516984,25,3.4,Medium
....3...2....9.8..6...71.4.1.8....5.42.....7.........6286..7.3.....6.9..5...18...,817435692354692817692871345168729453425386179973154286286947531741563928539218764,25,2.3,Medium
1.4..8..3.....2..18......457.65...14..8....7....1.6....8........6..43......7...9.,174958263695432781832617945726589314518324679349176852487295136961843527253761498,24,3.8,Medium
...1.....8....3....6...29....62..5.....5.13....7....814....8...19..64.3...3....1.,234196758859473162761852943316287594928541376547639281475318629192764835683925417,24,2.8,Medium
....4...97..1...6.4.3.5.1..5.4.....7..27.....1....4.9.....3...52.8..17.....4.5.2.,861347259795128463423956178534219687982763541176584392647832915258691734319475826,26,2.7,Medium
.5.842.1.....5..3....36...5.1.....6...2.8....86.1.....4.6....7.1.......9.39..54..,953842716621957834748361295514723968392586147867194352486219573175438629239675481,26,2.6,Medium
...3.16.4..1...9...947..3.......475....57.....3.2.....2......8...5.8.....68...2..,852391674371846925694725318189634752426579831537218496213467589745982163968153247,24,2.9,Medium
..1......7.39...149...645..3.7....95....2.3.6.........6..8.1..........71.....59..,461753289753982614982164537327648195198527346546319728679831452235496871814275963,24,3.1,Medium
7.5....8...84..7..4....2....3..1...7..7.8.....1....6.........4.3..26.8....1....35,725196384198453762463872519836519427257684193914327658582731946349265871671948235,23,2.3,Medium
.....7......3..659..46...7.2.583.1...73...5....1.4........2...59........3..1.84..,639257814127384659584691273295836147473912568861745932716429385948563721352178496,25,3.0,Medium
..9...3...1..2...6..6.....88..6.2..9...4.3..5......48.5..7.984..........6...14..2,789156324415328796236947518854672139197483265362591487521769843948235671673814952,25,3.0,Medium
.2...4.89.17....2.6..7.2.....8.....19...45.6..5.9.....5.....3....126............7,325614789417893625689752134248376951973145862156928473592487316731269548864531297,24,2.7,Medium
..8.5.3..1..3....86..2.85..31.564....69........4.............7.9..7..1.65..43....,498651327125347968637298514312564789869173245754829631286915473943782156571436892,26,2.4,Medium
36......9.4.6..7....7..9.2.6.......31.8.432..2......7.....5.......73.......4.16.2,361274589942685731857319426694527813178943265235168974416852397529736148783491652,25,3.5,Medium
9....5.4..3...1..5.1.9....8..7.6..84.94.13.5....4...2..........7..6...3.....58...,972835641638741295415926378327569184894213756156487923543172869781694532269358417,25,3.0,Medium
....2639..........2.83.....7.9....8.35...9.1....2....6....516..4.......7......53.,547126398631598472298374165769415283352689714184237956823751649415963827976842531,23,2.7,Medium
.....74..........6.8....91..3.29.6.....4.1.73..1.6.5..29..7....7..5........6...24,619857432374912856582346917837295641965481273421763598296174385743528169158639724,25,3.4,Medium
....87....4.6..79...2.....3.....2..7...4.5..29.3....6..8.........5..1..42.....8..,369587241541623798872149653456392187718465932923718465184236579695871324237954816,22,3.8,Medium
486.5...7......9..9.....4..1.326..5....8.9..........7.3...1..8...7.9...2.....56..,486953127721486935935127468173264859562879341894531276359612784647398512218745693,24,2.8,Medium
.3...4.5..2.3....4.8..6....7....16....56...1......9......8.61....4.2.9..3.......5,931274856526318794487965321742581639895632417163749582279856143654123978318497265,23,2.5,Medium
17.....32..3.8..1......1.....5...2..3......81.6.85.47..4.69......6......7..2.....,178564932653982714924371865485137296397426581261859473842693157516748329739215648,24,3.7,Medium
9...8516......7.9..38...47.6........4....32.....2.1..9.7....84......8..6..6.1.7..,947385162561427398238196475612879534489653217753241689375962841124738956896514723,26,2.4,Medium
..2.7.9.1......3....9..3..837.....1......8..5.6......7...1425..2........59.8.6.4.,832674951756981324149253768375429816921768435468315297683142579214597683597836142,25,2.4,Medium
.2...5...7.....2.4....6..9534...9.6......3..91.6............14.8..53........2..7.,923745681765918234481362795347159862258673419196284357572896143814537926639421578,23,2.3,Medium
5..8...7..325.6..8....37.....5.9..2....3....6..7.6.1.......35.........8..43...21.,596842371732516948418937652365198724124375896987264135271483569659721483843659217,25,3.0,Medium
.967......7.2...1.84..63......9.5.........52..8..1..69..8...24.4..5..89......6...,196758432573294618842163975264935187319687524785412369658379241437521896921846753,26,2.8,Medium
....24...7.89.....29.....3......9.5.4..2...19.6..3...8.74.5.6.....4.7....1......3,351824967748963125296571834827149356435286719169735248974352681683417592512698473,25,2.7,Medium
6...7.....173.6...4.........9.2.35.....7.4.82.2..9....9...17..32.....7.1....3..65,632479158517386249489125376894263517361754982725891634946517823253648791178932465,27,3.5,Medium
14...9.....94....62...3...1.2......78.....5..5..78....7...6.1....1.9...8..3....4.,148659372379421856265837491924315687817946523536782914782564139451293768693178245,24,2.6,Medium
.92..63.........61.....4.9.....43..7.4...89....7...5.........7.2..3.1...4.6..2..5,792186354534927861168534792985243617641758923327619548813465279259371486476892135,24,2.4,Medium
.25.7......9.4.........9.58..27......8...47.2.4..3....19.3......7..8..63......917,425876391819543276763129458932718645581694732647235189196357824274981563358462917,26,2.8,Medium
.4538.....1..7.9.....9...58........75.3.9....2....41....75...6......67.4.......1.,945382671812675943736941258194263587573198426268754139487519362351826794629437815,24,2.3,Medium
...1.....9.8.6..25.2....7....3.4..7....3.........86.126..7....8..9......8...2.96.,564172893978463125321859746183245679296317584745986312652791438419638257837524961,24,2.7,Medium
....4......9..6...5....1.....8.9..15..62...4.4.....2.6.671..3..31......7...9.3.2.,621549873749386152583721469238694715176235948495817236967152384312468597854973621,25,3.1,Medium
.1...4...275..9.......1..7.3....1..2..63....8..........9..8..36....7...5...195..7,619724853275839641438516279384951762926347518751268394597482136142673985863195427,24,2.4,Medium
...913...........6729.....3...7..5..1625...3.....8...1..7..4....9.....8.8.3...7.9,546913278381275496729468153938721564162549837475386921657894312294137685813652749,25,2.5,Medium
.5...4...2...36..7....8.6...8..6..24...971.5...9....6...2...8..8.3....4......9...,356794182218536497947182635781365924624971358539428761472653819893217546165849273,24,2.4,Medium
..5.....9..9..3...1...874.....4...6149.........2......8...5.7.....6...5.2...3..48,385164279749523816126987435578492361493816527612375984864251793937648152251739648,23,2.3,Medium
.938..6..1.......27.2..13..3........2.8.6.1...7..89.......54.7..3..1.4.......7.6.,493825617185376942762491358359142786248763195671589234916254873537618429824937561,26,3.1,Medium
.......7...36.2...7..89.53..6.....4....53...1......7...1...9....943.7.6..37...8..,186453279953672418742891536361728945879534621425916783618249357594387162237165894,25,2.5,Medium
3....7..........15..92...86.5.8.........1.84.4...9...1..3.....4.4.7.....1.....953,385167492624983715719245386251874639936512847478396521893651274542739168167428953,24,3.0,Medium
